"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PV-BAJ: SSH timeout (KMD-5020) — combinaciones VNO × OLT faltantes.","4","test_baj_matriz_ssh_timeout[PV-BAJ-193-CVTR-OLT-VAL-001-False]","tests.api","2026-07-20","passed","2026-07-20","","test_deactivation","",""
"PV-RST: ONT no encontrado (KMD-2002) — combinaciones VNO × OLT faltantes.","3","test_rst_matriz_ont_not_found[PV-RST-283-ENTEL-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_reset_ont","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","3","test_e2e_06_estado_cambio_dispositivo[Nokia-ENTEL]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","4","test_e2e_01_alta[Huawei-CVTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con UUID centinela (todos-ceros).

        El UUID 00000000-0000-0000-0000-000000000000 es el centinela estándar
        para ""transacción no encontrada"" en el mock — equivale a un txn_id
        inexistente o ya expirado del historial.

        Resultado esperado: HTTP 404.
        ","3","test_ops03_uuid_no_encontrado_devuelve_404[service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionNotFound","test_operation_status","",""
"PV-BAJ: Baja exitosa — combinaciones VNO × OLT faltantes en la matriz.","3","test_baj_matriz_success[PV-BAJ-212-TCH-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_deactivation","",""
"
        ESCENARIO: Cambio de fibra cross-vendor — OLT Huawei origen (OLT-SAN-002),
        OLT Nokia destino (OLT-SAN-001).

        El cliente migra de plataforma Huawei a Nokia. Komands debe soportar
        la combinación de fabricantes sin rechazar la solicitud: usa el adapter
        Huawei para la baja y el adapter Nokia para el alta.

        Resultado esperado: HTTP 202 con status=ACCEPTED y txn_id.
        ","4","test_fib08_cross_vendor_huawei_a_nokia_acepta_y_encola[DTV[05]]","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeCrossVendorReverso","test_fiber_change","",""
"
        ESCENARIO: Cada VNO autorizado envía una baja.

        Los 4 VNOs (DTV, CVTR, ENTEL, TCH) deben recibir 202.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_baj15_todos_los_vnos_pueden_dar_de_baja[ENTEL]","tests.api","2026-07-20","passed","2026-07-20","TestBajaMultiVNO","test_deactivation","",""
"
        ESCENARIO: GET sin header Authorization.

        Sin token no se puede saber quién hace la consulta.

        Resultado esperado: HTTP 401.
        ","2","test_ops04_sin_token_devuelve_401[pon-transfer-pon-transfer]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"PV-PAR-308: Paridad Modificación velocidad FTTH ClaroVTR/Huawei MA5600T — Komands ≡ BluePlanet.","0","test_par308_cvtr_huawei5600t_modificacion_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadCVTRHuaweiMA5600T","test_par_provision","",""
"
        ESCENARIO: Activación Nokia SSAA con grupos A+C+D combinados — 3 service-ports.

        Es el caso más complejo de SSAA Nokia: Internet + L2 + Video en una sola ONT.
        Komands configura 3 service-ports con VLANs y perfiles de QoS distintos.
        Si falla alguno de los 3 pasos, Komands hace rollback de los pasos previos.

        Resultado esperado: HTTP 202.
        ","3","test_act24_nokia_ssaa_grupos_acd_combo_tres_service_ports_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestActivacionSSAAGruposExtendidos","test_activation","",""
"
        ESCENARIO: Con Flag OFF, BluePlanet responde HTTP 202 a /unsubscription.

        Resultado esperado: HTTP 202, body con txn_id, header X-Routed-By: BLUEPLANET.
        ","0","test_regff01b_blueplanet_unsubscription_responde_202","tests.feature_flags","2026-07-20","skipped","2026-07-20","TestRutaLegacyBluePlanet","test_feature_flags","",""
"PV-PAR-307: Paridad Baja FTTH ClaroVTR/Huawei MA5600T — Komands ≡ BluePlanet.","0","test_par307_cvtr_huawei5600t_baja_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadCVTRHuaweiMA5600T","test_par_provision","",""
"PASO 5 — Swap ONT: serial original -> serial nuevo (device-modification).","3","test_e2e_05_cambio_dispositivo[Huawei-Generico]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Rol VIEWER intenta consultar estado de operación.

        VIEWER solo tiene transaction:read — en el mock de prueba sí puede
        consultar, pero este test verifica que el endpoint requiere autenticación
        correcta. El rol VIEWER con transaction:read SÍ debe tener acceso.

        Resultado esperado: HTTP 200 (VIEWER tiene transaction:read).
        ","3","test_ops05_viewer_no_puede_consultar_estado[device-modification-device-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"
        ESCENARIO: Usuario con rol OPERATOR da de baja desde el portal.

        Resultado esperado: HTTP 202.
        ","4","test_baj11_operator_puede_dar_de_baja","tests.api","2026-07-20","passed","2026-07-20","TestBajaRBACPortal","test_deactivation","",""
"
        ESCENARIO: PASO 3 — Cambio Plan Comercial (sube velocidad de 100M a 200M).

        El cliente DTV solicita un upgrade de velocidad. Komands envía los
        comandos de QoS a la OLT para actualizar el perfil del ONT.

        Dato de prueba:
            Velocidad actual: 100M/20M → Nueva velocidad: 200M/50M

        Resultado esperado: HTTP 202 + txn_id presente.
        ","4","test_e2e_03_cambio_plan_comercial","tests.e2e","2026-07-20","passed","2026-07-20","TestCicloVidaPostVenta","test_lifecycle_postventa","",""
"
        ESCENARIO: El campo operation en la respuesta refleja el endpoint llamado.

        Permite que el consumidor verifique que está leyendo el estado
        del tipo de operación correcto y no hay confusión de rutas.

        Resultado esperado: campo operation == nombre del endpoint.
        ","4","test_ops02_estado_devuelve_operacion_correcta[unsubscription-unsubscription]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionOK","test_operation_status","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Huawei-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Cambio de velocidad Huawei FTTH — el ONT ID no existe en la OLT.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-2002.
        ","4","test_mod19_huawei_ont_no_encontrado_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestModificacionONTNoEncontrado","test_modification","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Huawei-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Reset con mismos parámetros, vendors distintos.

        Confirma que los templates de Nokia y Huawei no se mezclan
        tampoco en la operación de reset.

        Resultado esperado: conjuntos de comandos distintos.
        ","0","test_nokia_y_huawei_reset_generan_comandos_distintos","tests.unit","2026-07-20","passed","2026-07-20","TestResetONT","test_command_builder","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Huawei-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Reset Nokia FTTH — VNO DTV (caso base).

        Reset reinicia el ONT sin borrar la configuración. Es la operación
        más rápida de post-venta: no requiere reconfigurar el servicio.

        Resultado esperado: HTTP 202.
        ","4","test_rst01_nokia_ftth_dtv_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestResetValido","test_reset_ont","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","4","test_e2e_01_alta[Nokia-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta válida — verificar contrato de respuesta.

        La respuesta debe incluir: access_id, ont_serial, status, olt_name, source.
        Estos campos los consume el FlowDesigner de ServiceNow.

        Resultado esperado: HTTP 200 con todos los campos presentes.
        ","3","test_qry02_respuesta_contiene_campos_obligatorios[ENTEL[03]]","tests.api","2026-07-20","passed","2026-07-20","TestConsultaAcceso","test_queries","",""
"PV-CAN: Sin provisión activa → NO_ACTION — combinaciones VNO × OLT faltantes.","3","test_can_matriz_sin_provision_activa[ids6-ENTEL-OLT-SCL-010-False-ENTEL/Nokia-SSAA]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PV-PAR-311: Paridad Modificación velocidad FTTH Entel/Nokia — Komands ≡ BluePlanet.","0","test_par311_entel_nokia_ftth_modificacion_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadENTELNokiaFTTH","test_par_provision","",""
"PV-CAN: Cancelación encola baja — combinaciones VNO × OLT faltantes.","3","test_can_matriz_cancelacion_exitosa[ids7-ENTEL-OLT-SCL-011-True-ENTEL/Huawei-MA5800]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","3","test_e2e_08_estado_baja[Huawei-Generico]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","3","test_e2e_07_baja[Huawei-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","4","test_ops07_vno_api_token_puede_consultar_estado[ENTEL[03]-unsubscription-unsubscription]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        ESCENARIO: Rollback Komands→BP — flag FTTH desactivado para la VNO seleccionada.

        Cuando el Feature Flag está desactivado, Komands rechaza la operación
        con KMD-4001 y dice a ServiceNow que use BluePlanet.
        Este mecanismo permite un rollback sin deploys.

        Resultado esperado: respuesta con error KMD-4001.
        ","7","test_flg02_flag_desactivado_baja_retorna_kmd4001[TCH[00]]","tests.api","2026-07-20","passed","2026-07-20","TestFeatureFlagsBaja","test_feature_flags_postventa","",""
"
        ESCENARIO: Flag KOMANDS_ROUTING = FALSE → tráfico va a BluePlanet.

        Precondición: feature_flag WHERE flag_key='KOMANDS_ROUTING' retorna enabled=FALSE.
        Acción: POST /api/Komands/v1/activation con VNO-02 CVTR.
        Resultado esperado:
          - BluePlanet recibe y procesa el request.
          - Komands NO ejecuta lógica de negocio.
          - audit_log registra routing_decision='BLUEPLANET'.
          - HTTP 202 retornado (BluePlanet también usa ACK 202).
        ","0","test_flg02_flag_off_rutea_a_blueplanet","tests.feature_flags","2026-07-20","skipped","2026-07-20","TestFlagOff","test_feature_flags","",""
"
        ESCENARIO: Cada VNO autorizado envía una baja.

        Los 4 VNOs (DTV, CVTR, ENTEL, TCH) deben recibir 202.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_baj15_todos_los_vnos_pueden_dar_de_baja[TCH]","tests.api","2026-07-20","passed","2026-07-20","TestBajaMultiVNO","test_deactivation","",""
"
        ESCENARIO: Una baja Huawei falló y el rollback también falló.
        Komands notifica ROLLED_BACK_FAILED a ServiceNow con KMD-5030.

        ServiceNow debe abrir un incidente P1 automáticamente cuando recibe
        este estado — el cliente puede estar con servicio parcial.
        El objeto error debe incluir retryable=False porque no hay recuperación
        automática posible; requiere intervención manual de Redes.

        Resultado esperado: HTTP 200 desde Komands y callback con
        status=ROLLED_BACK_FAILED y error.code=KMD-5030.
        ","23","test_cbk07_rolled_back_failed_callback_contiene_estado_critico","tests.api","2026-07-20","passed","2026-07-20","TestRollbackFailed","test_callbacks","",""
"
        ESCENARIO: SPEED_CHANGE con mismos parámetros pero vendors distintos.

        Nokia usa 'configure qos ... line-profile'; Huawei usa 'ont modify ...
        traffic-profile'. Confirma que los templates no se mezclan.

        Resultado esperado: los conjuntos de comandos son distintos.
        ","0","test_nokia_y_huawei_mod_speed_change_generan_comandos_distintos","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiFTTHModification","test_command_builder","",""
"
        ESCENARIO: Reset Huawei FTTH.

        Huawei usa 'ont reset {port} {ont_id}' a diferencia de Nokia
        que aplica 'reset' sobre la interfaz configurada.

        Resultado esperado: los comandos contienen 'ont reset'.
        ","0","test_huawei_reset_contiene_ont_reset","tests.unit","2026-07-20","passed","2026-07-20","TestResetONT","test_command_builder","",""
"PV-PAR-310: Paridad Baja FTTH Entel/Nokia — Komands ≡ BluePlanet.","0","test_par310_entel_nokia_ftth_baja_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadENTELNokiaFTTH","test_par_provision","",""
"
        ESCENARIO: Swap Huawei FTTH — la VLAN del nuevo ONT ya está en uso en el puerto PON.

        Mismo escenario que ONT-17 pero en equipos Huawei MA5800.
        El conflicto de VLAN es un problema de la red, no del vendor.

        Resultado esperado: HTTP 202 con estado ROLLED_BACK y error_code KMD-3001.
        ","4","test_ont18_huawei_vlan_conflict_retorna_rolled_back","tests.api","2026-07-20","passed","2026-07-20","TestSwapVLANConflict","test_device_modification","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","4","test_ops07_vno_api_token_puede_consultar_estado[DTV[05]-device-modification-device-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        ESCENARIO: Usuario con rol ADMIN intenta POST /activation.

        El ADMIN tiene todos los permisos — debe poder ejecutar
        cualquier operación de red.

        Resultado esperado: HTTP 202 Accepted
        ","3","test_rbac01_admin_puede_activar","tests.security","2026-07-20","passed","2026-07-20","TestRBAC","test_rbac","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","4","test_e2e_01_alta[Huawei-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Verificar que la política de retención mantiene registros
        de hace más de 365 días (no hay borrado automático prematuro).

        Resultado esperado: SELECT COUNT(*) FROM audit_log
        WHERE created_at < NOW() - INTERVAL '365 days' > 0
        (si existen registros de test con fecha backdated).
        ","0","test_db17_audit_log_retiene_registros_365_dias","tests.api","2026-07-20","skipped","2026-07-20","TestAuditLog","test_database","",""
"
        ESCENARIO: Los 4 VNOs autorizados pueden resetear un ONT.

        Resultado esperado: HTTP 202 para cada VNO.
        ","3","test_rst15_todos_los_vnos_pueden_resetear[CVTR]","tests.api","2026-07-20","passed","2026-07-20","TestResetMultiVNO","test_reset_ont","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","4","test_e2e_03_modificacion[Nokia-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: build_device_modification con vendor=""cisco"".

        Resultado esperado: CommandBuilderError con mención del vendor.
        ","0","test_swap_vendor_desconocido_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestValidacionVendorProducto","test_command_builder","",""
"
        ESCENARIO: Modificación Huawei FTTH — timeout de conexión SSH a la OLT.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-5020.
        ","4","test_mod21_huawei_ssh_timeout_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestModificacionSSHTimeout","test_modification","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Huawei-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","4","test_ops07_vno_api_token_puede_consultar_estado[DTV[05]-service-modification-service-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"Cambio de fibra: OLT inaccesible devuelve u_return_code=40.","4","test_rc001e_fiber_change_olt_access_error","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"
        ESCENARIO: Cambio de fibra cross-vendor — OLT Nokia origen, OLT Huawei destino.

        El cliente migra de OLT-SAN-001 (Nokia) a OLT-SAN-002 (Huawei).
        Komands debe soportar la combinación de fabricantes sin rechazar la solicitud.
        La secuencia de comandos en cada OLT es diferente, pero la API es la misma.

        Resultado esperado: HTTP 202 con status=PENDING.
        ","4","test_fib02_cross_vendor_nokia_a_huawei_acepta_y_encola[ENTEL[03]]","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeHappyPath","test_fiber_change","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","3","test_e2e_01_alta[Huawei-ENTEL]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","3","test_e2e_07_baja[Nokia-CVTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Modificación válida → verificar que el body tiene txn_id.

        Resultado esperado: campo txn_id presente en la respuesta.
        ","4","test_mod15_respuesta_contiene_txn_id","tests.api","2026-07-20","passed","2026-07-20","TestModificacionRespuesta","test_modification","",""
"PASO 5 — Swap ONT: serial original -> serial nuevo (device-modification).","4","test_e2e_05_cambio_dispositivo[Nokia-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de transacción con UUID que no existe.

        Si ServiceNow pregunta por un txn_id que nunca se creó,
        el sistema debe devolver 404 con error_code=KMD-2003.

        Resultado esperado: HTTP 404.
        ","3","test_qry06_transaccion_inexistente_devuelve_404","tests.api","2026-07-20","passed","2026-07-20","TestConsultaTransaccion","test_queries","",""
"
        ESCENARIO: Rollback Komands→BP — flag FTTH desactivado para la VNO seleccionada.

        Cuando el Feature Flag está desactivado, Komands rechaza la operación
        con KMD-4001 y dice a ServiceNow que use BluePlanet.
        Este mecanismo permite un rollback sin deploys.

        Resultado esperado: respuesta con error KMD-4001.
        ","7","test_flg02_flag_desactivado_baja_retorna_kmd4001[ENTEL[03]]","tests.api","2026-07-20","passed","2026-07-20","TestFeatureFlagsBaja","test_feature_flags_postventa","",""
"
        ESCENARIO: Los 4 VNOs autorizados pueden resetear un ONT.

        Resultado esperado: HTTP 202 para cada VNO.
        ","3","test_rst15_todos_los_vnos_pueden_resetear[TCH]","tests.api","2026-07-20","passed","2026-07-20","TestResetMultiVNO","test_reset_ont","",""
"
        ESCENARIO: Consulta de transacción completada.

        ServiceNow consulta el estado de una transacción ya completada.
        Debe recibir status=COMPLETED con los steps de ejecución.

        Resultado esperado: HTTP 200, status=COMPLETED.
        ","4","test_qry05_transaccion_existente_devuelve_200_completed","tests.api","2026-07-20","passed","2026-07-20","TestConsultaTransaccion","test_queries","",""
"
        ESCENARIO: Request de baja sin header Authorization.

        Resultado esperado: HTTP 401.
        ","3","test_baj05_sin_token_devuelve_401","tests.api","2026-07-20","passed","2026-07-20","TestBajaSinAutenticacion","test_deactivation","",""
"
        ESCENARIO: Token JWT expirado enviado al endpoint de cambio de fibra.

        Los tokens tienen TTL corto; una vez vencidos Komands los rechaza.

        Resultado esperado: HTTP 401.
        ","3","test_fib05_token_expirado_rechaza_401","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeAutenticacion","test_fiber_change","",""
"PV-BAJ: SSH timeout (KMD-5020) — combinaciones VNO × OLT faltantes.","4","test_baj_matriz_ssh_timeout[PV-BAJ-202-ENTEL-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_deactivation","",""
"
        ESCENARIO: El request llega sin header Authorization.

        Por qué debe fallar:
            Sin token no hay forma de saber quién hace el request ni
            a qué VNO pertenece. Es la primera línea de defensa.

        Resultado esperado: HTTP 401 Unauthorized
        ","4","test_sec01_sin_token_devuelve_401","tests.security","2026-07-20","passed","2026-07-20","TestAutenticacionAPI","test_auth","",""
"PV-CAN: Cancelación encola baja — combinaciones VNO × OLT faltantes.","3","test_can_matriz_cancelacion_exitosa[ids8-TCH-OLT-SAN-001-False-TCH/Nokia-FTTH]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PV-PAR-309: Paridad Cambio de ONT FTTH ClaroVTR/Huawei MA5600T — Komands ≡ BluePlanet.","0","test_par309_cvtr_huawei5600t_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadCVTRHuaweiMA5600T","test_par_provision","",""
"PV-RST: Reset exitoso — combinaciones VNO × OLT faltantes en la matriz.","3","test_rst_matriz_success[PV-RST-280-CVTR-OLT-VAL-003-True]","tests.api","2026-07-20","passed","2026-07-20","","test_reset_ont","",""
"
        ESCENARIO: Operador consulta estado de transacción INTERRUPTED para reconciliar.

        Acción: GET /api/Komands/v1/activation/{uuid-activo}
        Resultado esperado:
          - HTTP 200.
          - status='INTERRUPTED', last_error='FEATURE_FLAG_SWITCHED'.
          - Campo 'requires_manual_review': true.
        ","0","test_regff03b_reconciliacion_interrupted_via_get_estado","tests.feature_flags","2026-07-20","skipped","2026-07-20","TestTransaccionesInterrumpidas","test_feature_flags","",""
"
        ESCENARIO: ServiceNow envía la misma baja dos veces con el mismo txn_id.

        El primer POST registra la transacción y retorna 202.
        El segundo POST detecta el txn_id duplicado y retorna 200 con el
        mismo txn_id — sin volver a contactar la OLT (0 re-ejecuciones).

        Resultado esperado: primer POST → 202, segundo POST → 200, mismo txn_id.
        ","7","test_idp01_txn_id_duplicado_retorna_200_con_txn_original[CVTR[02]]","tests.api","2026-07-20","passed","2026-07-20","TestIdempotenciaBaja","test_feature_flags_postventa","",""
"
        ESCENARIO: Una baja falla con ONT no encontrado — callback notifica FAILED
        con el objeto error completo de AnexoH v2.2.

        ServiceNow usa error.code para enrutar el escalado:
          KMD-2002 → equipo de datos (problema de inventario)
          KMD-5020 → redes (timeout SSH, problema de infraestructura)
        error.retryable indica si el scheduler puede reintentar automáticamente.

        Resultado esperado: callback con status=FAILED y error.{code, message, retryable}.
        ","23","test_cbk02_operacion_fallida_callback_incluye_error_object_con_retryable","tests.api","2026-07-20","passed","2026-07-20","TestCallbackContrato","test_callbacks","",""
"
        ESCENARIO: Activación Huawei FTTH.

        El comando principal de Huawei para agregar ONT es 'ont add',
        a diferencia de Nokia que usa 'configure equipment ont interface'.
        Si se mezclan los templates, la OLT rechaza el comando.

        Resultado esperado: los comandos contienen 'ont add'.
        ","0","test_huawei_ftth_activation_contiene_comando_ont_add","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiFTTH","test_command_builder","",""
"
        ESCENARIO: Consulta de estado con UUID centinela (todos-ceros).

        El UUID 00000000-0000-0000-0000-000000000000 es el centinela estándar
        para ""transacción no encontrada"" en el mock — equivale a un txn_id
        inexistente o ya expirado del historial.

        Resultado esperado: HTTP 404.
        ","3","test_ops03_uuid_no_encontrado_devuelve_404[pon-transfer-pon-transfer]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionNotFound","test_operation_status","",""
"
        ESCENARIO: Ejecutar una operación (ej: baja de acceso) → tabla audit_log
        registra una fila con user_id, action, entity_type, ip_address, timestamp.

        Resultado esperado: SELECT COUNT(*) FROM audit_log
        WHERE entity_id=txn_id AND action='DEACTIVATION' = 1.
        ","0","test_db15_cada_operacion_genera_entrada_audit_log","tests.api","2026-07-20","skipped","2026-07-20","TestAuditLog","test_database","",""
"PASO 4 — Consultar estado Modificacion.","4","test_e2e_04_estado_modificacion[Huawei-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Baja Nokia FTTH — timeout de conexión SSH a la OLT.

        Netmiko no logra establecer la sesión SSH dentro del tiempo límite.
        Komands aborta la operación sin haber ejecutado ningún comando.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-5020.
        ","4","test_baj20_nokia_ssh_timeout_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestBajaSSHTimeout","test_deactivation","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","4","test_e2e_01_alta[Nokia-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Swap Nokia FTTH — el serial del ONT nuevo ya está registrado en otra OLT.

        Antes de ejecutar la baja del equipo viejo, Komands verifica que el
        serial del equipo nuevo no esté activo en ninguna otra OLT del sistema.
        Si está duplicado, el swap se aborta con ROLLED_BACK y KMD-3002
        para que el técnico verifique si el equipo fue instalado por error en
        otro cliente.

        Resultado esperado: HTTP 202 con estado ROLLED_BACK y error_code KMD-3002.
        ","3","test_ont20_serial_nuevo_duplicado_retorna_rolled_back","tests.api","2026-07-20","passed","2026-07-20","TestSwapErroresPaso1","test_device_modification","",""
"
        ESCENARIO: Swap válido → status inicial es PENDING.

        El swap es asíncrono — el estado final llega por callback.

        Resultado esperado: campo status == ""PENDING"".
        ","4","test_ont14_respuesta_contiene_status_pending","tests.api","2026-07-20","passed","2026-07-20","TestSwapRespuesta","test_device_modification","",""
"
        ESCENARIO: Baja Huawei SSAA — VNO CVTR con grupos A-E activos.

        Huawei MA5800 con 5 service-ports activos (grupos A, B, C, D, E).
        Komands debe dar de baja todos los service-ports de la OLT en una
        sola operación. services_to_remove indica cuáles eliminar.

        Resultado esperado: HTTP 202.
        ","3","test_baj23_huawei_ssaa_multi_service_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestBajaSSAA","test_deactivation","",""
"
        ESCENARIO: Activación Huawei FTTH con INTERNET.

        El gemport para Internet en Huawei es siempre 2.
        Es un valor fijo del hardware — no viene del payload del request.

        Resultado esperado: los comandos contienen 'gemport 2'.
        ","0","test_huawei_ftth_activation_internet_usa_gemport_2","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiFTTH","test_command_builder","",""
"
        ESCENARIO: ServiceNow devuelve 503 en todos los intentos de callback.

        Komands ha intentado 5 veces entregar la notificación. En el último
        intento (attempt=5 de max_attempts=5), el scheduler marca la transacción
        como CALLBACK_FAILED y detiene los reintentos.

        ServiceNow tendrá que reconciliar el estado manualmente consultando
        GET /transaction/{txn_id}/status.

        Resultado esperado: HTTP 200 desde Komands, ok=False, exhausted=True
        (o status=CALLBACK_FAILED en el body).
        ","24","test_cbk06_callback_failed_tras_reintentos_agotados","tests.api","2026-07-20","passed","2026-07-20","TestCallbackRetriesAgotados","test_callbacks","",""
